Distrito/Ilha,Concelho,Freguesia Pré RATF,Alteração RATF,Freguesia Final (Pós RATF)
Lisboa,Torres Vedras,Dois Portos,Agregação,União das freguesias de Dois Portos e Runa
Lisboa,Torres Vedras,Maxial,Agregação,União das freguesias de Maxial e Monte Redondo
Lisboa,Torres Vedras,Monte Redondo,Agregação,União das freguesias de Maxial e Monte Redondo
Lisboa,Torres Vedras,Torres Vedras (São Pedro e Santiago),Agregação,"União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães"
Lisboa,Torres Vedras,Torres Vedras (Santa Maria do Castelo e São Miguel),Agregação,"União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães"
Lisboa,Torres Vedras,Matacães,Agregação,"União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães"
Lisboa,Vila Franca de Xira,Vialonga,Sem alteração,Vialonga
Lisboa,Vila Franca de Xira,Vila Franca de Xira,Sem alteração,Vila Franca de Xira
Lisboa,Vila Franca de Xira,Alhandra,Agregação,"União das freguesias de Alhandra, São João dos Montes e Calhandriz"
Lisboa,Vila Franca de Xira,São João dos Montes,Agregação,"União das freguesias de Alhandra, São João dos Montes e Calhandriz"
Lisboa,Vila Franca de Xira,Calhandriz,Agregação,"União das freguesias de Alhandra, São João dos Montes e Calhandriz"
Lisboa,Vila Franca de Xira,Alverca do Ribatejo,Agregação,União das freguesias de Alverca do Ribatejo e Sobralinho
Lisboa,Vila Franca de Xira,Sobralinho,Agregação,União das freguesias de Alverca do Ribatejo e Sobralinho
Lisboa,Vila Franca de Xira,Castanheira do Ribatejo,Agregação,União das freguesias de Castanheira do Ribatejo e Cachoeiras
Lisboa,Vila Franca de Xira,Cachoeiras,Agregação,União das freguesias de Castanheira do Ribatejo e Cachoeiras
Lisboa,Vila Franca de Xira,Póvoa de Santa Iria,Agregação,União das freguesias de Póvoa de Santa Iria e Forte da Casa
Lisboa,Vila Franca de Xira,Forte da Casa,Agregação,União das freguesias de Póvoa de Santa Iria e Forte da Casa
Lisboa,Amadora,Alfragide,Alteração dos Limites e Destinos Múltiplos,Alfragide
Lisboa,Amadora,Buraca,Alteração dos Limites e Destinos Múltiplos,Alfragide
Lisboa,Amadora,Damaia,Alteração dos Limites e Destinos Múltiplos,Águas Livres
Lisboa,Amadora,Brandoa,Alteração dos Limites e Destinos Múltiplos,Encosta do Sol
Lisboa,Amadora,Alfornelos,Alteração dos Limites,Encosta do Sol
Lisboa,Amadora,Falagueira,Alteração dos Limites,Falagueira - Venda Nova
Lisboa,Amadora,Venda Nova,Alteração dos Limites e Destinos Múltiplos,Falagueira - Venda Nova
Lisboa,Amadora,São Brás,Alteração dos Limites e Destinos Múltiplos,Mina de Água
Lisboa,Amadora,Mina,Alteração dos Limites e Destinos Múltiplos,Mina de Água
Lisboa,Amadora,Venteira,Alteração dos Limites,Venteira
Lisboa,Amadora,Reboleira,Alteração dos Limites e Destinos Múltiplos,Venteira
Lisboa,Odivelas,Odivelas,Sem alteração,Odivelas
Lisboa,Odivelas,Pontinha,Agregação,União das freguesias de Pontinha e Famões
Lisboa,Odivelas,Famões,Agregação,União das freguesias de Pontinha e Famões
Lisboa,Odivelas,Póvoa de Santo Adrião,Agregação,União das freguesias de Póvoa de Santo Adrião e Olival Basto
Lisboa,Odivelas,Olival Basto,Agregação,União das freguesias de Póvoa de Santo Adrião e Olival Basto
Lisboa,Odivelas,Ramada,Agregação,União das freguesias de Ramada e Caneças
Lisboa,Odivelas,Caneças,Agregação,União das freguesias de Ramada e Caneças
Portalegre,Alter do Chão,Alter do Chão,Sem alteração,Alter do Chão
Portalegre,Alter do Chão,Chancelaria,Sem alteração,Chancelaria
Portalegre,Alter do Chão,Seda,Sem alteração,Seda
Portalegre,Alter do Chão,Cunheira,Sem alteração,Cunheira
Portalegre,Arronches,Assunção,Sem alteração,Assunção
Portalegre,Arronches,Esperança,Sem alteração,Esperança
Portalegre,Arronches,Mosteiros,Sem alteração,Mosteiros
Portalegre,Avis,Aldeia Velha,Sem alteração,Aldeia Velha
Portalegre,Avis,Avis,Sem alteração,Avis
Portalegre,Avis,Ervedal,Sem alteração,Ervedal
Portalegre,Avis,Figueira e Barros,Sem alteração,Figueira e Barros
Portalegre,Avis,Alcôrrego,Agregação,União das freguesias de Alcórrego e Maranhão
Portalegre,Avis,Maranhão,Agregação,União das freguesias de Alcórrego e Maranhão
Portalegre,Avis,Benavila,Agregação,União das freguesias de Benavila e Valongo
Portalegre,Avis,Valongo,Agregação,União das freguesias de Benavila e Valongo
Portalegre,Campo Maior,Nossa Senhora da Expectação,Sem alteração,Nossa Senhora da Expectação
Portalegre,Campo Maior,Nossa Senhora da Graça dos Degolados,Sem alteração,Nossa Senhora da Graça dos Degolados
Portalegre,Campo Maior,São João Baptista,Sem alteração,São João Baptista
Portalegre,Castelo de Vide,Nossa Senhora da Graça de Póvoa e Meadas,Sem alteração,Nossa Senhora da Graça de Póvoa e Meadas
Portalegre,Castelo de Vide,Santa Maria da Devesa,Sem alteração,Santa Maria da Devesa
Portalegre,Castelo de Vide,Santiago Maior,Sem alteração,Santiago Maior
Portalegre,Castelo de Vide,São João Baptista,Sem alteração,São João Baptista
Portalegre,Crato,Aldeia da Mata,Sem alteração,Aldeia da Mata
Portalegre,Crato,Gáfete,Sem alteração,Gáfete
Portalegre,Crato,Monte da Pedra,Sem alteração,Monte da Pedra
Portalegre,Crato,Crato e Mártires,Agregação,"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso"
Portalegre,Crato,Flor da Rosa,Agregação,"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso"
Portalegre,Crato,Vale do Peso,Agregação,"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso"
Portalegre,Elvas,Santa Eulália,Sem alteração,Santa Eulália
Portalegre,Elvas,São Brás e São Lourenço,Sem alteração,São Brás e São Lourenço
Portalegre,Elvas,São Vicente e Ventosa,Sem alteração,São Vicente e Ventosa
Portalegre,Elvas,Assunção,Agregação,"Assunção, Ajuda, Salvador e Santo Ildefonso"
Portalegre,Elvas,"Ajuda, Salvador e Santo Ildefonso",Agregação,"Assunção, Ajuda, Salvador e Santo Ildefonso"
Portalegre,Elvas,Caia e São Pedro,Agregação,"Caia, São Pedro e Alcáçova"
Portalegre,Elvas,Alcáçova,Agregação,"Caia, São Pedro e Alcáçova"
Portalegre,Elvas,Barbacena,Agregação,União das freguesias de Barbacena e Vila Fernando
Portalegre,Elvas,Vila Fernando,Agregação,União das freguesias de Barbacena e Vila Fernando
Portalegre,Elvas,Terrugem,Agregação,União das freguesias de Terrugem e Vila Boim
Portalegre,Elvas,Vila Boim,Agregação,União das freguesias de Terrugem e Vila Boim
Portalegre,Fronteira,Cabeço de Vide,Sem alteração,Cabeço de Vide
Portalegre,Fronteira,Fronteira,Sem alteração,Fronteira
Portalegre,Fronteira,São Saturnino,Sem alteração,São Saturnino
Portalegre,Gavião,Belver,Sem alteração,Belver
Portalegre,Gavião,Comenda,Sem alteração,Comenda
Portalegre,Gavião,Margem,Sem alteração,Margem
Portalegre,Gavião,Gavião,Agregação,União das freguesias de Gavião e Atalaia
Portalegre,Gavião,Atalaia,Agregação,União das freguesias de Gavião e Atalaia
Portalegre,Marvão,Beirã,Sem alteração,Beirã
Portalegre,Marvão,Santa Maria de Marvão,Sem alteração,Santa Maria de Marvão
Portalegre,Marvão,Santo António das Areias,Sem alteração,Santo António das Areias
Portalegre,Marvão,São Salvador da Aramenha,Sem alteração,São Salvador da Aramenha
Portalegre,Monforte,Assumar,Sem alteração,Assumar
Portalegre,Monforte,Monforte,Sem alteração,Monforte
Portalegre,Monforte,Santo Aleixo,Sem alteração,Santo Aleixo
Portalegre,Monforte,Vaiamonte,Sem alteração,Vaiamonte
Portalegre,Nisa,Alpalhão,Sem alteração,Alpalhão
Portalegre,Nisa,Montalvão,Sem alteração,Montalvão
Portalegre,Nisa,Santana,Sem alteração,Santana
Portalegre,Nisa,São Matias,Sem alteração,São Matias
Portalegre,Nisa,Tolosa,Sem alteração,Tolosa
Portalegre,Nisa,Arez,Agregação,União das freguesias de Arez e Amieira do Tejo
Portalegre,Nisa,Amieira do Tejo,Agregação,União das freguesias de Arez e Amieira do Tejo
Portalegre,Nisa,Espírito Santo,Agregação,"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão"
Portalegre,Nisa,Nossa Senhora da Graça,Agregação,"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão"
Portalegre,Nisa,São Simão,Agregação,"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão"
Portalegre,Ponte de Sor,Galveias,Sem alteração,Galveias
Portalegre,Ponte de Sor,Montargil,Sem alteração,Montargil
Portalegre,Ponte de Sor,Foros de Arrão,Sem alteração,Foros de Arrão
Portalegre,Ponte de Sor,Longomel,Sem alteração,Longomel
Portalegre,Ponte de Sor,Ponte de Sor,Agregação,"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor"
Portalegre,Ponte de Sor,Tramaga,Agregação,"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor"
Portalegre,Ponte de Sor,Vale de Açor,Agregação,"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor"
Portalegre,Portalegre,Alagoa,Sem alteração,Alagoa
Portalegre,Portalegre,Alegrete,Sem alteração,Alegrete
Portalegre,Portalegre,Fortios,Sem alteração,Fortios
Portalegre,Portalegre,Urra,Sem alteração,Urra
Portalegre,Portalegre,Sé,Agregação,União das freguesias da Sé e São Lourenço
Portalegre,Portalegre,São Lourenço,Agregação,União das freguesias da Sé e São Lourenço
Portalegre,Portalegre,Reguengo,Agregação,União das freguesias de Reguengo e São Julião
Portalegre,Portalegre,São Julião,Agregação,União das freguesias de Reguengo e São Julião
Portalegre,Portalegre,Ribeira de Nisa,Agregação,União das freguesias de Ribeira de Nisa e Carreiras
Portalegre,Portalegre,Carreiras,Agregação,União das freguesias de Ribeira de Nisa e Carreiras
Portalegre,Sousel,Cano,Sem alteração,Cano
Portalegre,Sousel,Casa Branca,Sem alteração,Casa Branca
Portalegre,Sousel,Santo Amaro,Sem alteração,Santo Amaro
Portalegre,Sousel,Sousel,Sem alteração,Sousel
Porto,Amarante,Ansiães,Sem alteração,Ansiães
Porto,Amarante,Candemil,Sem alteração,Candemil
Porto,Amarante,Fregim,Sem alteração,Fregim
Porto,Amarante,Fridão,Sem alteração,Fridão
Porto,Amarante,Gondar,Sem alteração,Gondar
Porto,Amarante,Jazente,Sem alteração,Jazente
Porto,Amarante,Lomba,Sem alteração,Lomba
Porto,Amarante,Louredo,Sem alteração,Louredo
Porto,Amarante,Lufrei,Sem alteração,Lufrei
Porto,Amarante,Mancelos,Sem alteração,Mancelos
Porto,Amarante,Padronelo,Sem alteração,Padronelo
Porto,Amarante,Rebordelo,Sem alteração,Rebordelo
Porto,Amarante,Salvador do Monte,Sem alteração,Salvador do Monte
Porto,Amarante,Gouveia (São Simão),Sem alteração,Gouveia (São Simão)
Porto,Amarante,Telões,Sem alteração,Telões
Porto,Amarante,Travanca,Sem alteração,Travanca
Porto,Amarante,Vila Caiz,Sem alteração,Vila Caiz
Porto,Amarante,Vila Chã do Marão,Sem alteração,Vila Chã do Marão
Porto,Amarante,Aboadela,Agregação,"União das freguesias de Aboadela, Sanche e Várzea"
Porto,Amarante,Sanche,Agregação,"União das freguesias de Aboadela, Sanche e Várzea"
Porto,Amarante,Várzea,Agregação,"União das freguesias de Aboadela, Sanche e Várzea"
Porto,Amarante,Amarante (São Gonçalo),Agregação,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão"
Porto,Amarante,Madalena,Agregação,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão"
Porto,Amarante,Cepelos,Agregação,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão"
Porto,Amarante,Gatão,Agregação,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão"
Porto,Amarante,Bustelo,Agregação,"União das freguesias de Bustelo, Carneiro e Carvalho de Rei"
Porto,Amarante,Carneiro,Agregação,"União das freguesias de Bustelo, Carneiro e Carvalho de Rei"
Porto,Amarante,Carvalho de Rei,Agregação,"União das freguesias de Bustelo, Carneiro e Carvalho de Rei"
Porto,Amarante,Figueiró (Santiago),Agregação,União das freguesias de Figueiró (Santiago e Santa Cristina)
Porto,Amarante,Figueiró (Santa Cristina),Agregação,União das freguesias de Figueiró (Santiago e Santa Cristina)
Porto,Amarante,Freixo de Cima,Agregação,União das freguesias de Freixo de Cima e de Baixo
Porto,Amarante,Freixo de Baixo,Agregação,União das freguesias de Freixo de Cima e de Baixo
Porto,Amarante,Olo,Agregação,União das freguesias de Olo e Canadelo
Porto,Amarante,Canadelo,Agregação,União das freguesias de Olo e Canadelo
Porto,Amarante,Real,Agregação,"União das freguesias de Real, Ataíde e Oliveira"
Porto,Amarante,Ataíde,Agregação,"União das freguesias de Real, Ataíde e Oliveira"
Porto,Amarante,Oliveira,Agregação,"União das freguesias de Real, Ataíde e Oliveira"
Porto,Amarante,Vila Garcia,Agregação,"União das freguesias de Vila Garcia, Aboim e Chapa"
Porto,Amarante,Aboim,Agregação,"União das freguesias de Vila Garcia, Aboim e Chapa"
Porto,Amarante,Chapa,Agregação,"União das freguesias de Vila Garcia, Aboim e Chapa"
Porto,Baião,Frende,Sem alteração,Frende
Porto,Baião,Gestaçô,Sem alteração,Gestaçô
Porto,Baião,Gove,Sem alteração,Gove
Porto,Baião,Grilo,Sem alteração,Grilo
Porto,Baião,Loivos do Monte,Sem alteração,Loivos do Monte
Porto,Baião,Santa Marinha do Zêzere,Sem alteração,Santa Marinha do Zêzere
Porto,Baião,Valadares,Sem alteração,Valadares
Porto,Baião,Viariz,Sem alteração,Viariz
Porto,Baião,Ancede,Agregação,União das freguesias de Ancede e Ribadouro
Porto,Baião,Ribadouro,Agregação,União das freguesias de Ancede e Ribadouro
Porto,Baião,Baião (Santa Leocádia),Agregação,União das freguesias de Baião (Santa Leocádia) e Mesquinhata
Porto,Baião,Mesquinhata,Agregação,União das freguesias de Baião (Santa Leocádia) e Mesquinhata
Porto,Baião,Campelo,Agregação,União das freguesias de Campelo e Ovil
Porto,Baião,Ovil,Agregação,União das freguesias de Campelo e Ovil
Porto,Baião,Loivos da Ribeira,Agregação,União das freguesias de Loivos da Ribeira e Tresouras
Porto,Baião,Tresouras,Agregação,União das freguesias de Loivos da Ribeira e Tresouras
Porto,Baião,Santa Cruz do Douro,Agregação,União das freguesias de Santa Cruz do Douro e São Tomé de Covelas
Porto,Baião,São Tomé de Covelas,Agregação,União das freguesias de Santa Cruz do Douro e São Tomé de Covelas
Porto,Baião,Teixeira,Agregação,União das freguesias de Teixeira e Teixeiró
Porto,Baião,Teixeiró,Agregação,União das freguesias de Teixeira e Teixeiró
Porto,Felgueiras,Aião,Sem alteração,Aião
Porto,Felgueiras,Airães,Sem alteração,Airães
Porto,Felgueiras,Friande,Sem alteração,Friande
Porto,Felgueiras,Idães,Sem alteração,Idães
Porto,Felgueiras,Jugueiros,Sem alteração,Jugueiros
Porto,Felgueiras,Penacova,Sem alteração,Penacova
Porto,Felgueiras,Pinheiro,Sem alteração,Pinheiro
Porto,Felgueiras,Pombeiro de Ribavizela,Sem alteração,Pombeiro de Ribavizela
Porto,Felgueiras,Refontoura,Sem alteração,Refontoura
Porto,Felgueiras,Regilde,Sem alteração,Regilde
Porto,Felgueiras,Revinhade,Sem alteração,Revinhade
Porto,Felgueiras,Sendim,Sem alteração,Sendim
Porto,Felgueiras,Macieira da Lixa,Agregação,União das freguesias de Macieira da Lixa e Caramos
Porto,Felgueiras,Caramos,Agregação,União das freguesias de Macieira da Lixa e Caramos
Porto,Felgueiras,Margaride (Santa Eulália),Agregação,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure"
Porto,Felgueiras,Várzea,Agregação,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure"
Porto,Felgueiras,Lagares,Agregação,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure"
Porto,Felgueiras,Varziela,Agregação,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure"
Porto,Felgueiras,Moure,Agregação,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure"
Porto,Felgueiras,Pedreira,Agregação,"União das freguesias de Pedreira, Rande e Sernande"
Porto,Felgueiras,Rande,Agregação,"União das freguesias de Pedreira, Rande e Sernande"
Porto,Felgueiras,Sernande,Agregação,"União das freguesias de Pedreira, Rande e Sernande"
Porto,Felgueiras,Torrados,Agregação,União das freguesias de Torrados e Sousa
Porto,Felgueiras,Sousa,Agregação,União das freguesias de Torrados e Sousa
Porto,Felgueiras,Unhão,Agregação,União das freguesias de Unhão e Lordelo
Porto,Felgueiras,Lordelo,Agregação,União das freguesias de Unhão e Lordelo
Porto,Felgueiras,Vila Cova da Lixa,Agregação,União das freguesias de Vila Cova da Lixa e Borba de Godim
Porto,Felgueiras,Borba de Godim,Agregação,União das freguesias de Vila Cova da Lixa e Borba de Godim
Porto,Felgueiras,Vila Fria,Agregação,União das freguesias de Vila Fria e Vizela (São Jorge)
Porto,Felgueiras,Vizela (São Jorge),Agregação,União das freguesias de Vila Fria e Vizela (São Jorge)
Porto,Felgueiras,Vila Verde,Agregação,União das freguesias de Vila Verde e Santão
Porto,Felgueiras,Santão,Agregação,União das freguesias de Vila Verde e Santão
Porto,Gondomar,Lomba,Sem alteração,Lomba
Porto,Gondomar,Rio Tinto,Sem alteração,Rio Tinto
Porto,Gondomar,Baguim do Monte (Rio Tinto),Sem alteração,Baguim do Monte (Rio Tinto)
Porto,Gondomar,Fânzeres,Agregação,União das freguesias de Fânzeres e São Pedro da Cova
Porto,Gondomar,São Pedro da Cova,Agregação,União das freguesias de Fânzeres e São Pedro da Cova
Porto,Gondomar,Foz do Sousa,Agregação,União das freguesias de Foz do Sousa e Covelo
Porto,Gondomar,Covelo,Agregação,União das freguesias de Foz do Sousa e Covelo
Porto,Gondomar,Gondomar (São Cosme),Agregação,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim"
Porto,Gondomar,Valbom,Agregação,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim"
Porto,Gondomar,Jovim,Agregação,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim"
Porto,Gondomar,Melres,Agregação,União das freguesias de Melres e Medas
Porto,Gondomar,Medas,Agregação,União das freguesias de Melres e Medas
Porto,Lousada,Aveleda,Sem alteração,Aveleda
Porto,Lousada,Caíde de Rei,Sem alteração,Caíde de Rei
Porto,Lousada,Lodares,Sem alteração,Lodares
Porto,Lousada,Macieira,Sem alteração,Macieira
Porto,Lousada,Meinedo,Sem alteração,Meinedo
Porto,Lousada,Nevogilde,Sem alteração,Nevogilde
Porto,Lousada,Sousela,Sem alteração,Sousela
Porto,Lousada,Torno,Sem alteração,Torno
Porto,Lousada,Vilar do Torno e Alentém,Sem alteração,Vilar do Torno e Alentém
Porto,Lousada,Lousada (São Miguel),Agregação,União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida)
Porto,Lousada,Cernadelo,Agregação,União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida)
Porto,Lousada,Lousada (Santa Margarida),Agregação,União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida)
Porto,Lousada,Cristelos,Agregação,"União das freguesias de Cristelos, Boim e Ordem"
