Distrito/Ilha,Concelho,Freguesia Pré RATF,Alteração RATF,Freguesia Final (Pós RATF)
Leiria,Alcobaça,Aljubarrota (Prazeres),Agregação,Aljubarrota
Leiria,Alcobaça,Aljubarrota (São Vicente),Agregação,Aljubarrota
Leiria,Alcobaça,Alcobaça,Agregação,União das freguesias de Alcobaça e Vestiaria
Leiria,Alcobaça,Vestiaria,Agregação,União das freguesias de Alcobaça e Vestiaria
Leiria,Alcobaça,Coz,Agregação,"União das freguesias de Coz, Alpedriz e Montes"
Leiria,Alcobaça,Alpedriz,Agregação,"União das freguesias de Coz, Alpedriz e Montes"
Leiria,Alcobaça,Montes,Agregação,"União das freguesias de Coz, Alpedriz e Montes"
Leiria,Alcobaça,Pataias,Agregação,União das freguesias de Pataias e Martingança
Leiria,Alcobaça,Martingança,Agregação,União das freguesias de Pataias e Martingança
Leiria,Alvaiázere,Almoster,Sem alteração,Almoster
Leiria,Alvaiázere,Maçãs de Dona Maria,Sem alteração,Maçãs de Dona Maria
Leiria,Alvaiázere,Pelmá,Sem alteração,Pelmá
Leiria,Alvaiázere,Alvaiázere,Agregação,Alvaiázere
Leiria,Alvaiázere,Maçãs de Caminho,Agregação,Alvaiázere
Leiria,Alvaiázere,Pussos,Agregação,Pussos São Pedro
Leiria,Alvaiázere,Rego da Murta,Agregação,Pussos São Pedro
Leiria,Ansião,Alvorge,Sem alteração,Alvorge
Leiria,Ansião,Avelar,Sem alteração,Avelar
Leiria,Ansião,Chão de Couce,Sem alteração,Chão de Couce
Leiria,Ansião,Pousaflores,Sem alteração,Pousaflores
Leiria,Ansião,Santiago da Guarda,Sem alteração,Santiago da Guarda
Leiria,Ansião,Ansião,Agregação,Ansião
Leiria,Ansião,Lagarteira,Agregação,Ansião
Leiria,Ansião,Torre de Vale de Todos,Agregação,Ansião
Leiria,Batalha,Batalha,Sem alteração,Batalha
Leiria,Batalha,Reguengo do Fetal,Sem alteração,Reguengo do Fetal
Leiria,Batalha,São Mamede,Sem alteração,São Mamede
Leiria,Batalha,Golpilheira,Sem alteração,Golpilheira
Leiria,Bombarral,Carvalhal,Sem alteração,Carvalhal
Leiria,Bombarral,Roliça,Sem alteração,Roliça
Leiria,Bombarral,Pó,Sem alteração,Pó
Leiria,Bombarral,Bombarral,Agregação,União das freguesias de Bombarral e Vale Covo
Leiria,Bombarral,Vale Covo,Agregação,União das freguesias de Bombarral e Vale Covo
Leiria,Caldas da Rainha,A dos Francos,Sem alteração,A dos Francos
Leiria,Caldas da Rainha,Alvorninha,Sem alteração,Alvorninha
Leiria,Caldas da Rainha,Carvalhal Benfeito,Sem alteração,Carvalhal Benfeito
Leiria,Caldas da Rainha,Foz do Arelho,Sem alteração,Foz do Arelho
Leiria,Caldas da Rainha,Landal,Sem alteração,Landal
Leiria,Caldas da Rainha,Nadadouro,Sem alteração,Nadadouro
Leiria,Caldas da Rainha,Salir de Matos,Sem alteração,Salir de Matos
Leiria,Caldas da Rainha,Santa Catarina,Sem alteração,Santa Catarina
Leiria,Caldas da Rainha,Vidais,Alteração dos Limites,Vidais
Leiria,Caldas da Rainha,Caldas da Rainha (Nossa Senhora do Pópulo),Alteração dos Limites,"União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório"
Leiria,Caldas da Rainha,Coto,Alteração dos Limites,"União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório"
Leiria,Caldas da Rainha,São Gregório,Alteração dos Limites,"União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório"
Leiria,Caldas da Rainha,Caldas da Rainha (Santo Onofre),Alteração dos Limites,União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro
Leiria,Caldas da Rainha,Serra do Bouro,Alteração dos Limites,União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro
Leiria,Caldas da Rainha,Tornada,Agregação e Destinos Múltiplos,União das freguesias de Tornada e Salir do Porto
Leiria,Caldas da Rainha,Salir do Porto,Agregação e Destinos Múltiplos,União das freguesias de Tornada e Salir do Porto
Leiria,Castanheira de Pêra,Castanheira de Pêra,Agregação,União das freguesias de Castanheira de Pêra e Coentral
Leiria,Castanheira de Pêra,Coentral,Agregação,União das freguesias de Castanheira de Pêra e Coentral
Leiria,Figueiró dos Vinhos,Aguda,Sem alteração,Aguda
Leiria,Figueiró dos Vinhos,Arega,Sem alteração,Arega
Leiria,Figueiró dos Vinhos,Campelo,Sem alteração,Campelo
Leiria,Figueiró dos Vinhos,Figueiró dos Vinhos,Agregação,União das freguesias de Figueiró dos Vinhos e Bairradas
Leiria,Figueiró dos Vinhos,Bairradas,Agregação,União das freguesias de Figueiró dos Vinhos e Bairradas
Leiria,Leiria,Amor,Sem alteração,Amor
Leiria,Leiria,Arrabal,Sem alteração,Arrabal
Leiria,Leiria,Caranguejeira,Sem alteração,Caranguejeira
Leiria,Leiria,Coimbrão,Sem alteração,Coimbrão
Leiria,Leiria,Maceira,Sem alteração,Maceira
Leiria,Leiria,Milagres,Sem alteração,Milagres
Leiria,Leiria,Regueira de Pontes,Sem alteração,Regueira de Pontes
Leiria,Leiria,Bajouca,Sem alteração,Bajouca
Leiria,Leiria,Bidoeira de Cima,Sem alteração,Bidoeira de Cima
Leiria,Leiria,Colmeias,Agregação,União das freguesias de Colmeias e Memória
Leiria,Leiria,Memória,Agregação,União das freguesias de Colmeias e Memória
Leiria,Leiria,Leiria,Agregação,"União das freguesias de Leiria, Pousos, Barreira e Cortes"
Leiria,Leiria,Pousos,Agregação,"União das freguesias de Leiria, Pousos, Barreira e Cortes"
Leiria,Leiria,Barreira,Agregação,"União das freguesias de Leiria, Pousos, Barreira e Cortes"
Leiria,Leiria,Cortes,Agregação,"União das freguesias de Leiria, Pousos, Barreira e Cortes"
Leiria,Leiria,Marrazes,Agregação,União das freguesias de Marrazes e Barosa
Leiria,Leiria,Barosa,Agregação,União das freguesias de Marrazes e Barosa
Leiria,Leiria,Monte Real,Agregação,União das freguesias de Monte Real e Carvide
Leiria,Leiria,Carvide,Agregação,União das freguesias de Monte Real e Carvide
Leiria,Leiria,Monte Redondo,Agregação,União das freguesias de Monte Redondo e Carreira
Leiria,Leiria,Carreira,Agregação,União das freguesias de Monte Redondo e Carreira
Leiria,Leiria,Parceiros,Agregação,União das freguesias de Parceiros e Azoia
Leiria,Leiria,Azoia,Agregação,União das freguesias de Parceiros e Azoia
Leiria,Leiria,Santa Catarina da Serra,Agregação,União das freguesias de Santa Catarina da Serra e Chainça
Leiria,Leiria,Chainça,Agregação,União das freguesias de Santa Catarina da Serra e Chainça
Leiria,Leiria,Santa Eufémia,Agregação,União das freguesias de Santa Eufémia e Boa Vista
Leiria,Leiria,Boa Vista,Agregação,União das freguesias de Santa Eufémia e Boa Vista
Leiria,Leiria,Souto da Carpalhosa,Agregação,União das freguesias de Souto da Carpalhosa e Ortigosa
Leiria,Leiria,Ortigosa,Agregação,União das freguesias de Souto da Carpalhosa e Ortigosa
Leiria,Marinha Grande,Marinha Grande,Sem alteração,Marinha Grande
Leiria,Marinha Grande,Vieira de Leiria,Sem alteração,Vieira de Leiria
Leiria,Marinha Grande,Moita,Sem alteração,Moita
Leiria,Nazaré,Famalicão,Sem alteração,Famalicão
Leiria,Nazaré,Nazaré,Sem alteração,Nazaré
Leiria,Nazaré,Valado dos Frades,Sem alteração,Valado dos Frades
Leiria,Óbidos,A dos Negros,Sem alteração,A dos Negros
Leiria,Óbidos,Amoreira,Sem alteração,Amoreira
Leiria,Óbidos,Olho Marinho,Sem alteração,Olho Marinho
Leiria,Óbidos,Vau,Sem alteração,Vau
Leiria,Óbidos,Gaeiras,Sem alteração,Gaeiras
Leiria,Óbidos,Usseira,Sem alteração,Usseira
Leiria,Óbidos,Óbidos (Santa Maria),Agregação,"Santa Maria, São Pedro e Sobral da Lagoa"
Leiria,Óbidos,Óbidos (São Pedro),Agregação,"Santa Maria, São Pedro e Sobral da Lagoa"
Leiria,Óbidos,Sobral da Lagoa,Agregação,"Santa Maria, São Pedro e Sobral da Lagoa"
Leiria,Pedrógão Grande,Graça,Sem alteração,Graça
Leiria,Pedrógão Grande,Pedrógão Grande,Sem alteração,Pedrógão Grande
Leiria,Pedrógão Grande,Vila Facaia,Sem alteração,Vila Facaia
Leiria,Peniche,Atouguia da Baleia,Sem alteração,Atouguia da Baleia
Leiria,Peniche,Serra d' El-Rei,Sem alteração,Serra d'El-Rei
Leiria,Peniche,Ferrel,Sem alteração,Ferrel
Leiria,Peniche,Peniche (Ajuda),Agregação,Peniche
Leiria,Peniche,Peniche (Conceição),Agregação,Peniche
Leiria,Peniche,Peniche (São Pedro),Agregação,Peniche
Leiria,Pombal,Abiul,Sem alteração,Abiul
Leiria,Pombal,Almagreira,Sem alteração,Almagreira
Leiria,Pombal,Carnide,Sem alteração,Carnide
Leiria,Pombal,Carriço,Sem alteração,Carriço
Leiria,Pombal,Louriçal,Sem alteração,Louriçal
Leiria,Pombal,Pelariga,Sem alteração,Pelariga
Leiria,Pombal,Pombal,Sem alteração,Pombal
Leiria,Pombal,Redinha,Sem alteração,Redinha
Leiria,Pombal,Vermoil,Sem alteração,Vermoil
Leiria,Pombal,Vila Cã,Sem alteração,Vila Cã
Leiria,Pombal,Meirinhas,Sem alteração,Meirinhas
Leiria,Pombal,Guia,Agregação,"União das freguesias de Guia, Ilha e Mata Mourisca"
Leiria,Pombal,Ilha,Agregação,"União das freguesias de Guia, Ilha e Mata Mourisca"
Leiria,Pombal,Mata Mourisca,Agregação,"União das freguesias de Guia, Ilha e Mata Mourisca"
Leiria,Pombal,Santiago de Litém,Agregação,União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze
Leiria,Pombal,São Simão de Litém,Agregação,União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze
Leiria,Pombal,Albergaria dos Doze,Agregação,União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze
Leiria,Porto de Mós,Alqueidão da Serra,Sem alteração,Alqueidão da Serra
Leiria,Porto de Mós,Calvaria de Cima,Sem alteração,Calvaria de Cima
Leiria,Porto de Mós,Juncal,Sem alteração,Juncal
Leiria,Porto de Mós,Mira de Aire,Sem alteração,Mira de Aire
Leiria,Porto de Mós,Pedreiras,Sem alteração,Pedreiras
Leiria,Porto de Mós,São Bento,Sem alteração,São Bento
Leiria,Porto de Mós,Serro Ventoso,Sem alteração,Serro Ventoso
Leiria,Porto de Mós,Porto de Mós (São João Baptista),Agregação,Porto de Mós - São João Baptista e São Pedro
Leiria,Porto de Mós,Porto de Mós (São Pedro),Agregação,Porto de Mós - São João Baptista e São Pedro
Leiria,Porto de Mós,Alvados,Agregação,União das freguesias de Alvados e Alcaria
Leiria,Porto de Mós,Alcaria,Agregação,União das freguesias de Alvados e Alcaria
Leiria,Porto de Mós,Mendiga,Agregação,União das freguesias de Arrimal e Mendiga
Leiria,Porto de Mós,Arrimal,Agregação,União das freguesias de Arrimal e Mendiga
Lisboa,Alenquer,Carnota,Sem alteração,Carnota
Lisboa,Alenquer,Meca,Sem alteração,Meca
Lisboa,Alenquer,Olhalvo,Sem alteração,Olhalvo
Lisboa,Alenquer,Ota,Sem alteração,Ota
Lisboa,Alenquer,Ventosa,Sem alteração,Ventosa
Lisboa,Alenquer,Vila Verde dos Francos,Sem alteração,Vila Verde dos Francos
Lisboa,Alenquer,Abrigada,Agregação,União das freguesias de Abrigada e Cabanas de Torres
Lisboa,Alenquer,Cabanas de Torres,Agregação,União das freguesias de Abrigada e Cabanas de Torres
Lisboa,Alenquer,Aldeia Galega da Merceana,Agregação,União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha
Lisboa,Alenquer,Aldeia Gavinha,Agregação,União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha
Lisboa,Alenquer,Alenquer (Santo Estêvão),Agregação,União das freguesias de Alenquer (Santo Estêvão e Triana)
Lisboa,Alenquer,Alenquer (Triana),Agregação,União das freguesias de Alenquer (Santo Estêvão e Triana)
Lisboa,Alenquer,Carregado,Agregação,União das freguesias de Carregado e Cadafais
Lisboa,Alenquer,Cadafais,Agregação,União das freguesias de Carregado e Cadafais
Lisboa,Alenquer,Ribafria,Agregação,União das freguesias de Ribafria e Pereiro de Palhacana
Lisboa,Alenquer,Pereiro de Palhacana,Agregação,União das freguesias de Ribafria e Pereiro de Palhacana
Lisboa,Arruda dos Vinhos,Arranhó,Sem alteração,Arranhó
Lisboa,Arruda dos Vinhos,Arruda dos Vinhos,Sem alteração,Arruda dos Vinhos
Lisboa,Arruda dos Vinhos,Cardosas,Sem alteração,Cardosas
Lisboa,Arruda dos Vinhos,Santiago dos Velhos,Sem alteração,Santiago dos Velhos
Lisboa,Azambuja,Alcoentre,Sem alteração,Alcoentre
Lisboa,Azambuja,Aveiras de Baixo,Sem alteração,Aveiras de Baixo
Lisboa,Azambuja,Aveiras de Cima,Sem alteração,Aveiras de Cima
Lisboa,Azambuja,Azambuja,Sem alteração,Azambuja
Lisboa,Azambuja,Vale do Paraíso,Sem alteração,Vale do Paraíso
Lisboa,Azambuja,Vila Nova da Rainha,Sem alteração,Vila Nova da Rainha
Lisboa,Azambuja,Manique do Intendente,Agregação,"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa"
Lisboa,Azambuja,Vila Nova de São Pedro,Agregação,"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa"
Lisboa,Azambuja,Maçussa,Agregação,"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa"
Lisboa,Cadaval,Alguber,Sem alteração,Alguber
Lisboa,Cadaval,Peral,Sem alteração,Peral
Lisboa,Cadaval,Vermelha,Sem alteração,Vermelha
Lisboa,Cadaval,Vilar,Sem alteração,Vilar
Lisboa,Cadaval,Cadaval,Agregação,União das freguesias do Cadaval e Pêro Moniz
Lisboa,Cadaval,Pêro Moniz,Agregação,União das freguesias do Cadaval e Pêro Moniz
Lisboa,Cadaval,Lamas,Agregação,União das freguesias de Lamas e Cercal
Lisboa,Cadaval,Cercal,Agregação,União das freguesias de Lamas e Cercal
Lisboa,Cadaval,Figueiros,Agregação,União das freguesias de Painho e Figueiros
Lisboa,Cadaval,Painho,Agregação,União das freguesias de Painho e Figueiros
Lisboa,Cascais,Alcabideche,Sem alteração,Alcabideche
Lisboa,Cascais,São Domingos de Rana,Sem alteração,São Domingos de Rana
Lisboa,Cascais,Carcavelos,Agregação,União das freguesias de Carcavelos e Parede
Lisboa,Cascais,Parede,Agregação,União das freguesias de Carcavelos e Parede
Lisboa,Cascais,Cascais,Agregação,União das freguesias de Cascais e Estoril
Lisboa,Cascais,Estoril,Agregação,União das freguesias de Cascais e Estoril
Lisboa,Lisboa,Ajuda,Alteração dos Limites,Ajuda
Lisboa,Lisboa,Alcântara,Alteração dos Limites e Destinos Múltiplos,Alcântara
Lisboa,Lisboa,Beato,Alteração dos Limites e Destinos Múltiplos,Beato
Lisboa,Lisboa,Benfica,Alteração dos Limites e Destinos Múltiplos,Benfica
Lisboa,Lisboa,Campolide,Alteração dos Limites e Destinos Múltiplos,Campolide
Lisboa,Lisboa,Carnide,Alteração dos Limites e Destinos Múltiplos,Carnide
Lisboa,Lisboa,Lumiar,Alteração dos Limites e Destinos Múltiplos,Lumiar
Lisboa,Lisboa,Marvila,Alteração dos Limites e Destinos Múltiplos,Marvila
Lisboa,Lisboa,Santa Maria dos Olivais,Alteração dos Limites e Destinos Múltiplos,Olivais
Lisboa,Lisboa,São Domingos de Benfica,Alteração dos Limites e Destinos Múltiplos,São Domingos de Benfica
Lisboa,Lisboa,Alvalade,Agregação e Destinos Múltiplos,Alvalade
Lisboa,Lisboa,Campo Grande,Agregação e Destinos Múltiplos,Alvalade
Lisboa,Lisboa,São João de Brito,Agregação e Destinos Múltiplos,Alvalade
Lisboa,Lisboa,Alto do Pina,Agregação e Destinos Múltiplos,Areeiro
Lisboa,Lisboa,São João de Deus,Agregação e Destinos Múltiplos,Areeiro
Lisboa,Lisboa,Anjos,Agregação e Destinos Múltiplos,Arroios
Lisboa,Lisboa,Pena,Agregação e Destinos Múltiplos,Arroios
Lisboa,Lisboa,São Jorge de Arroios,Agregação e Destinos Múltiplos,Arroios
Lisboa,Lisboa,Nossa Senhora de Fátima,Agregação e Destinos Múltiplos,Avenidas Novas
Lisboa,Lisboa,São Sebastião da Pedreira,Agregação e Destinos Múltiplos,Avenidas Novas
Lisboa,Lisboa,Santa Maria de Belém,Agregação e Destinos Múltiplos,Belém
Lisboa,Lisboa,São Francisco Xavier,Agregação e Destinos Múltiplos,Belém
Lisboa,Lisboa,Santa Isabel,Agregação,Campo de Ourique
Lisboa,Lisboa,Santo Condestável,Agregação,Campo de Ourique
Lisboa,Lisboa,Lapa,Agregação e Destinos Múltiplos,Estrela
Lisboa,Lisboa,Prazeres,Agregação e Destinos Múltiplos,Estrela
Lisboa,Lisboa,Santos-o-Velho,Agregação e Destinos Múltiplos,Estrela
Lisboa,Lisboa,Encarnação,Agregação e Destinos Múltiplos,Misericórdia
Lisboa,Lisboa,Mercês,Agregação e Destinos Múltiplos,Misericórdia
Lisboa,Lisboa,Santa Catarina,Agregação e Destinos Múltiplos,Misericórdia
Lisboa,Lisboa,São Paulo,Agregação e Destinos Múltiplos,Misericórdia
Lisboa,Lisboa, ,Nova,Parque das Nações
Lisboa,Lisboa,Penha de França,Agregação e Destinos Múltiplos,Penha de França
Lisboa,Lisboa,São João,Agregação e Destinos Múltiplos,Penha de França
Lisboa,Lisboa,Ameixoeira,Agregação e Destinos Múltiplos,Santa Clara
Lisboa,Lisboa,Charneca,Agregação e Destinos Múltiplos,Santa Clara
Lisboa,Lisboa,Castelo,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Madalena,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Mártires,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Sacramento,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Santa Justa,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Santiago,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Santo Estêvão,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,São Cristóvão e São Lourenço,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,São Miguel,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,São Nicolau,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Sé,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Socorro,Agregação e Destinos Múltiplos,Santa Maria Maior
Lisboa,Lisboa,Coração de Jesus,Agregação e Destinos Múltiplos,Santo António
Lisboa,Lisboa,São José,Agregação e Destinos Múltiplos,Santo António
Lisboa,Lisboa,São Mamede,Agregação e Destinos Múltiplos,Santo António
Lisboa,Lisboa,Graça,Agregação e Destinos Múltiplos,São Vicente
Lisboa,Lisboa,Santa Engrácia,Agregação e Destinos Múltiplos,São Vicente
Lisboa,Lisboa,São Vicente de Fora,Agregação e Destinos Múltiplos,São Vicente
Lisboa,Loures,Bucelas,Sem alteração,Bucelas
Lisboa,Loures,Fanhões,Sem alteração,Fanhões
Lisboa,Loures,Loures,Sem alteração,Loures
Lisboa,Loures,Lousa,Sem alteração,Lousa
Lisboa,Loures,Camarate,Agregação,"União das freguesias de Camarate, Unhos e Apelação"
Lisboa,Loures,Unhos,Agregação,"União das freguesias de Camarate, Unhos e Apelação"
Lisboa,Loures,Apelação,Agregação,"União das freguesias de Camarate, Unhos e Apelação"
Lisboa,Loures,Portela, Agregação e Alteração dos Limites,União das freguesias de Moscavide e Portela
Lisboa,Loures,Moscavide, Agregação e Alteração dos Limites,União das freguesias de Moscavide e Portela
Lisboa,Loures,Sacavém, Agregação e Alteração dos Limites,União das freguesias de Sacavém e Prior Velho
Lisboa,Loures,Prior Velho, Agregação e Alteração dos Limites,União das freguesias de Sacavém e Prior Velho
Lisboa,Loures,Santa Iria de Azoia,Agregação,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela"
Lisboa,Loures,São João da Talha,Agregação,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela"
Lisboa,Loures,Bobadela,Agregação,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela"
Lisboa,Loures,Santo Antão do Tojal,Agregação,União das freguesias de Santo Antão e São Julião do Tojal
Lisboa,Loures,São Julião do Tojal,Agregação,União das freguesias de Santo Antão e São Julião do Tojal
Lisboa,Loures,Santo António dos Cavaleiros,Agregação,União das freguesias de Santo António dos Cavaleiros e Frielas
Lisboa,Loures,Frielas,Agregação,União das freguesias de Santo António dos Cavaleiros e Frielas
Lisboa,Lourinhã,Moita dos Ferreiros,Sem alteração,Moita dos Ferreiros
Lisboa,Lourinhã,Reguengo Grande,Sem alteração,Reguengo Grande
Lisboa,Lourinhã,Santa Bárbara,Sem alteração,Santa Bárbara
Lisboa,Lourinhã,Vimeiro,Sem alteração,Vimeiro
Lisboa,Lourinhã,Ribamar,Sem alteração,Ribamar
Lisboa,Lourinhã,Lourinhã,Agregação,União das freguesias de Lourinhã e Atalaia
Lisboa,Lourinhã,Atalaia,Agregação,União das freguesias de Lourinhã e Atalaia
Lisboa,Lourinhã,Miragaia,Agregação,União das freguesias de Miragaia e Marteleira
Lisboa,Lourinhã,Marteleira,Agregação,União das freguesias de Miragaia e Marteleira
Lisboa,Lourinhã,São Bartolomeu dos Galegos,Agregação,União das freguesias de São Bartolomeu dos Galegos e Moledo
Lisboa,Lourinhã,Moledo,Agregação,União das freguesias de São Bartolomeu dos Galegos e Moledo
Lisboa,Mafra,Carvoeira,Sem alteração,Carvoeira
Lisboa,Mafra,Encarnação,Sem alteração,Encarnação
Lisboa,Mafra,Ericeira,Sem alteração,Ericeira
Lisboa,Mafra,Mafra,Sem alteração,Mafra
Lisboa,Mafra,Milharado,Sem alteração,Milharado
Lisboa,Mafra,Santo Isidoro,Sem alteração,Santo Isidoro
Lisboa,Mafra,Azueira,Agregação,União das freguesias de Azueira e Sobral da Abelheira
Lisboa,Mafra,Sobral da Abelheira,Agregação,União das freguesias de Azueira e Sobral da Abelheira
Lisboa,Mafra,Enxara do Bispo,Agregação,"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário"
Lisboa,Mafra,Gradil,Agregação,"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário"
Lisboa,Mafra,Vila Franca do Rosário,Agregação,"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário"
Lisboa,Mafra,Igreja Nova,Agregação,União das freguesias de Igreja Nova e Cheleiros
Lisboa,Mafra,Cheleiros,Agregação,União das freguesias de Igreja Nova e Cheleiros
Lisboa,Mafra,Malveira,Agregação,União das freguesias de Malveira e São Miguel de Alcainça
Lisboa,Mafra,São Miguel de Alcainça,Agregação,União das freguesias de Malveira e São Miguel de Alcainça
Lisboa,Mafra,Venda do Pinheiro,Agregação,União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés
Lisboa,Mafra,Santo Estêvão das Galés,Agregação,União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés
Lisboa,Oeiras,Barcarena,Sem alteração,Barcarena
Lisboa,Oeiras,Porto Salvo,Sem alteração,Porto Salvo
Lisboa,Oeiras,Algés,Agregação,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
Lisboa,Oeiras,Linda-a-Velha,Agregação,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
Lisboa,Oeiras,Cruz Quebrada-Dafundo,Agregação,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
Lisboa,Oeiras,Carnaxide,Agregação,União das freguesias de Carnaxide e Queijas
Lisboa,Oeiras,Queijas,Agregação,União das freguesias de Carnaxide e Queijas
Lisboa,Oeiras,Oeiras e São Julião da Barra,Agregação,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
Lisboa,Oeiras,Paço de Arcos,Agregação,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
Lisboa,Oeiras,Caxias,Agregação,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
Lisboa,Sintra,Algueirão-Mem Martins,Sem alteração,Algueirão-Mem Martins
Lisboa,Sintra,Colares,Sem alteração,Colares
Lisboa,Sintra,Rio de Mouro,Sem alteração,Rio de Mouro
Lisboa,Sintra,Casal de Cambra,Sem alteração,Casal de Cambra
Lisboa,Sintra,Agualva,Agregação,União das freguesias de Agualva e Mira-Sintra
Lisboa,Sintra,Mira-Sintra,Agregação,União das freguesias de Agualva e Mira-Sintra
Lisboa,Sintra,Almargem do Bispo,Agregação,"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar"
Lisboa,Sintra,Pêro Pinheiro,Agregação,"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar"
Lisboa,Sintra,Montelavar,Agregação,"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar"
Lisboa,Sintra,Cacém,Agregação,União das freguesias do Cacém e São Marcos
Lisboa,Sintra,São Marcos,Agregação,União das freguesias do Cacém e São Marcos
Lisboa,Sintra,Massamá,Agregação,União das freguesias de Massamá e Monte Abraão
Lisboa,Sintra,Monte Abraão,Agregação,União das freguesias de Massamá e Monte Abraão
Lisboa,Sintra,Queluz,Agregação,União das freguesias de Queluz e Belas
Lisboa,Sintra,Belas,Agregação,União das freguesias de Queluz e Belas
Lisboa,Sintra,São João das Lampas,Agregação,União das freguesias de São João das Lampas e Terrugem
Lisboa,Sintra,Terrugem,Agregação,União das freguesias de São João das Lampas e Terrugem
Lisboa,Sintra,Sintra (Santa Maria e São Miguel),Agregação,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)"
Lisboa,Sintra,Sintra (São Martinho),Agregação,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)"
Lisboa,Sintra,Sintra (São Pedro de Penaferrim),Agregação,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)"
Lisboa,Sobral de Monte Agraço,Santo Quintino,Sem alteração,Santo Quintino
Lisboa,Sobral de Monte Agraço,Sapataria,Sem alteração,Sapataria
Lisboa,Sobral de Monte Agraço,Sobral de Monte Agraço,Sem alteração,Sobral de Monte Agraço
Lisboa,Torres Vedras,Freiria,Sem alteração,Freiria
Lisboa,Torres Vedras,Ponte do Rol,Sem alteração,Ponte do Rol
Lisboa,Torres Vedras,Ramalhal,Sem alteração,Ramalhal
Lisboa,Torres Vedras,São Pedro da Cadeira,Sem alteração,São Pedro da Cadeira
Lisboa,Torres Vedras,Silveira,Sem alteração,Silveira
Lisboa,Torres Vedras,Turcifal,Sem alteração,Turcifal
Lisboa,Torres Vedras,Ventosa,Sem alteração,Ventosa
Lisboa,Torres Vedras,A dos Cunhados,Agregação,União das freguesias de A dos Cunhados e Maceira
Lisboa,Torres Vedras,Maceira,Agregação,União das freguesias de A dos Cunhados e Maceira
Lisboa,Torres Vedras,Campelos,Agregação,União das freguesias de Campelos e Outeiro da Cabeça
Lisboa,Torres Vedras,Outeiro da Cabeça,Agregação,União das freguesias de Campelos e Outeiro da Cabeça
Lisboa,Torres Vedras,Carvoeira,Agregação,União das freguesias de Carvoeira e Carmões
Lisboa,Torres Vedras,Carmões,Agregação,União das freguesias de Carvoeira e Carmões
Lisboa,Torres Vedras,Runa,Agregação,União das freguesias de Dois Portos e Runa
